EntryTime,EntryBar,Direction,EntryPrice,ExitTime,ExitBar,ExitPrice,BarsHeld,RealizedPoints,MFE,MAE,MAE_Pct,MinAbsFastGrad,NearThresholdTouches,ExitReason
2025-11-21 18:48:30,2136,LONG,24220.25,2025-11-21 19:02:30,2164,24335.75,29,115.50,151.75,0.00,0.0000,0.885800,0,VALIDATION_FAILED:FastGrad<=-0.8858(need>0.18)
2025-11-21 07:29:00,777,SHORT,24176.00,2025-11-21 07:42:30,804,24141.75,28,34.25,40.50,3.50,0.0145,0.140000,1,VALIDATION_FAILED:FastGrad>=0.1400(need<-0.18)
2025-11-21 01:14:30,28,LONG,24077.00,2025-11-21 01:27:00,53,24109.00,26,32.00,50.75,5.00,0.0208,1.099800,0,VALIDATION_FAILED:FastGrad<=-1.0998(need>0.18)
2025-11-21 11:35:30,1270,SHORT,24122.50,2025-11-21 11:47:30,1294,24073.75,25,48.75,76.00,0.00,0.0000,0.460900,0,VALIDATION_FAILED:FastGrad>=1.0468(need<-0.18)
2025-11-21 12:31:30,1382,LONG,23945.50,2025-11-21 12:43:30,1406,24048.75,25,103.25,116.50,0.00,0.0000,0.017300,1,VALIDATION_FAILED:FastGrad<=0.0173(need>0.18)
2025-11-21 06:54:30,708,LONG,24129.25,2025-11-21 07:05:30,730,24167.75,23,38.50,68.00,0.00,0.0000,1.461600,0,VALIDATION_FAILED:FastGrad<=-1.7542(need>0.18)
2025-11-21 15:12:30,1704,LONG,24200.50,2025-11-21 15:23:30,1726,24262.00,23,61.50,86.75,0.00,0.0000,0.648900,0,VALIDATION_FAILED:FastGrad<=-0.6489(need>0.18)
2025-11-21 18:21:30,2082,LONG,24064.75,2025-11-21 18:32:30,2104,24156.00,23,91.25,131.50,0.00,0.0000,0.816000,0,VALIDATION_FAILED:FastGrad<=-0.8160(need>0.18)
2025-11-21 20:03:00,2285,SHORT,24342.25,2025-11-21 20:14:00,2307,24260.75,23,81.50,110.00,0.00,0.0000,0.663500,0,VALIDATION_FAILED:FastGrad>=1.0752(need<-0.18)
2025-11-21 20:31:00,2341,LONG,24283.75,2025-11-21 20:42:00,2363,24350.75,23,67.00,85.50,0.00,0.0000,0.508100,0,VALIDATION_FAILED:FastGrad<=-0.7038(need>0.18)
2025-11-21 13:07:30,1454,LONG,24103.25,2025-11-21 13:17:30,1474,24137.75,21,34.50,46.25,0.00,0.0000,0.269900,0,VALIDATION_FAILED:FastGrad<=-0.2699(need>0.18)
2025-11-21 10:02:30,1084,LONG,24099.75,2025-11-21 10:12:00,1103,24155.25,20,55.50,75.75,13.50,0.0560,0.020300,3,VALIDATION_FAILED:FastGrad<=-0.0294(need>0.18)
2025-11-21 10:52:00,1183,LONG,24183.50,2025-11-21 11:01:30,1202,24201.00,20,17.50,28.50,0.00,0.0000,0.820100,0,VALIDATION_FAILED:FastGrad<=-0.8201(need>0.18)
2025-11-21 14:31:30,1622,LONG,24102.75,2025-11-21 14:41:00,1641,24160.50,20,57.75,80.25,34.75,0.1442,0.045200,1,VALIDATION_FAILED:FastGrad<=-0.0452(need>0.18)
2025-11-21 17:58:30,2036,SHORT,24030.50,2025-11-21 18:08:00,2055,23992.75,20,37.75,83.50,17.50,0.0728,1.013300,0,VALIDATION_FAILED:FastGrad>=1.2990(need<-0.18)
2025-11-21 13:47:00,1533,SHORT,24076.00,2025-11-21 13:56:00,1551,24030.00,19,46.00,60.75,0.00,0.0000,0.371900,0,VALIDATION_FAILED:FastGrad>=0.3719(need<-0.18)
2025-11-21 16:15:30,1830,SHORT,24244.00,2025-11-21 16:24:30,1848,24204.25,19,39.75,53.00,0.00,0.0000,0.145800,1,VALIDATION_FAILED:FastGrad>=0.1458(need<-0.18)
2025-11-21 07:12:00,743,LONG,24179.75,2025-11-21 07:20:30,760,24184.50,18,4.75,24.50,3.50,0.0145,0.092100,2,VALIDATION_FAILED:FastGrad<=-1.6786(need>0.18)
2025-11-21 17:43:30,2006,LONG,23993.00,2025-11-21 17:52:00,2023,24056.00,18,63.00,100.50,0.00,0.0000,2.013000,0,VALIDATION_FAILED:FastGrad<=-2.0130(need>0.18)
2025-11-21 18:08:30,2056,LONG,24008.25,2025-11-21 18:17:00,2073,24053.25,18,45.00,74.25,0.00,0.0000,0.616400,0,VALIDATION_FAILED:FastGrad<=-0.6164(need>0.18)
2025-11-21 16:49:30,1898,LONG,24220.25,2025-11-21 16:57:00,1913,24198.25,16,-22.00,61.00,45.50,0.1879,0.242200,0,VALIDATION_FAILED:FastGrad<=-6.8781(need>0.18)
2025-11-21 01:43:00,85,LONG,24128.50,2025-11-21 01:50:00,99,24147.75,15,19.25,36.00,5.25,0.0218,0.510500,0,VALIDATION_FAILED:FastGrad<=-0.5105(need>0.18)
2025-11-21 13:26:00,1491,SHORT,24116.50,2025-11-21 13:33:00,1505,24092.25,15,24.25,34.25,0.00,0.0000,0.258000,0,VALIDATION_FAILED:FastGrad>=0.2580(need<-0.18)
2025-11-21 14:45:00,1649,LONG,24165.50,2025-11-21 14:52:00,1663,24212.00,15,46.50,84.50,0.00,0.0000,1.944700,0,VALIDATION_FAILED:FastGrad<=-1.9447(need>0.18)
2025-11-21 17:09:00,1937,SHORT,24127.75,2025-11-21 17:16:00,1951,24135.25,15,-7.50,33.50,31.00,0.1285,2.498100,0,VALIDATION_FAILED:FastGrad>=3.1256(need<-0.18)
2025-11-21 02:07:00,133,LONG,24146.75,2025-11-21 02:13:30,146,24164.00,14,17.25,29.25,0.00,0.0000,0.276400,0,VALIDATION_FAILED:FastGrad<=-0.2764(need>0.18)
2025-11-21 19:06:30,2172,LONG,24346.50,2025-11-21 19:13:00,2185,24353.25,14,6.75,30.25,10.75,0.0442,0.375800,0,VALIDATION_FAILED:FastGrad<=-1.8171(need>0.18)
2025-11-21 03:33:00,305,SHORT,24214.00,2025-11-21 03:39:00,317,24197.50,13,16.50,33.25,0.00,0.0000,0.153000,1,VALIDATION_FAILED:FastGrad>=-0.1530(need<-0.18)
2025-11-21 03:39:30,318,LONG,24212.00,2025-11-21 03:45:30,330,24215.00,13,3.00,16.75,11.00,0.0454,0.024500,2,VALIDATION_FAILED:FastGrad<=-0.7365(need>0.18)
2025-11-21 04:10:00,379,SHORT,24195.75,2025-11-21 04:16:00,391,24175.25,13,20.50,34.00,0.00,0.0000,0.377300,0,VALIDATION_FAILED:FastGrad>=0.3773(need<-0.18)
2025-11-21 05:16:00,511,SHORT,24181.00,2025-11-21 05:22:00,523,24174.25,13,6.75,15.50,1.25,0.0052,0.173600,2,VALIDATION_FAILED:FastGrad>=0.4754(need<-0.18)
2025-11-21 05:52:00,583,SHORT,24212.25,2025-11-21 05:58:00,595,24206.50,13,5.75,16.50,0.00,0.0000,0.519600,0,VALIDATION_FAILED:FastGrad>=0.5196(need<-0.18)
2025-11-21 09:33:30,1026,SHORT,24182.00,2025-11-21 09:39:30,1038,24154.50,13,27.50,42.25,0.00,0.0000,0.056600,1,VALIDATION_FAILED:FastGrad>=0.0566(need<-0.18)
2025-11-21 09:52:00,1063,SHORT,24097.50,2025-11-21 09:58:00,1075,24084.00,13,13.50,27.25,0.50,0.0021,0.619600,0,VALIDATION_FAILED:FastGrad>=0.6196(need<-0.18)
2025-11-21 06:37:30,674,SHORT,24133.00,2025-11-21 06:43:00,685,24131.00,12,2.00,22.25,0.00,0.0000,0.362500,0,VALIDATION_FAILED:FastGrad>=1.4321(need<-0.18)
2025-11-21 09:11:30,982,SHORT,24172.75,2025-11-21 09:17:00,993,24169.00,12,3.75,13.25,0.00,0.0000,0.493700,0,VALIDATION_FAILED:FastGrad>=0.5401(need<-0.18)
2025-11-21 10:44:00,1167,LONG,24151.75,2025-11-21 10:49:30,1178,24171.25,12,19.50,41.25,0.00,0.0000,0.380000,0,VALIDATION_FAILED:FastGrad<=-0.3800(need>0.18)
2025-11-21 12:50:30,1420,LONG,24053.75,2025-11-21 12:56:00,1431,24075.00,12,21.25,37.75,3.25,0.0135,0.517800,0,VALIDATION_FAILED:FastGrad<=-0.5178(need>0.18)
2025-11-21 14:09:00,1577,SHORT,24024.50,2025-11-21 14:14:30,1588,24006.50,12,18.00,49.50,0.75,0.0031,0.913100,0,VALIDATION_FAILED:FastGrad>=0.9131(need<-0.18)
2025-11-21 15:26:00,1731,SHORT,24226.25,2025-11-21 15:31:30,1742,24227.50,12,-1.25,33.75,1.50,0.0062,1.735800,0,VALIDATION_FAILED:FastGrad>=1.7358(need<-0.18)
2025-11-21 17:27:30,1974,SHORT,24122.00,2025-11-21 17:33:00,1985,24077.75,12,44.25,78.50,0.00,0.0000,1.651400,0,VALIDATION_FAILED:FastGrad>=1.6514(need<-0.18)
2025-11-21 20:14:30,2308,SHORT,24248.50,2025-11-21 20:20:00,2319,24239.50,12,9.00,39.75,0.00,0.0000,0.926000,0,VALIDATION_FAILED:FastGrad>=2.2722(need<-0.18)
2025-11-21 01:50:30,100,SHORT,24141.00,2025-11-21 01:55:30,110,24143.75,11,-2.75,5.00,11.75,0.0487,0.396400,0,VALIDATION_FAILED:FastGrad>=0.3964(need<-0.18)
2025-11-21 03:23:30,286,LONG,24216.25,2025-11-21 03:28:30,296,24220.00,11,3.75,12.50,3.75,0.0155,0.132100,1,VALIDATION_FAILED:FastGrad<=0.1321(need>0.18)
2025-11-21 08:27:00,893,SHORT,24164.75,2025-11-21 08:32:00,903,24149.00,11,15.75,32.75,0.00,0.0000,0.473400,0,VALIDATION_FAILED:FastGrad>=0.4734(need<-0.18)
2025-11-21 08:41:00,921,LONG,24160.75,2025-11-21 08:46:00,931,24166.75,11,6.00,13.75,0.25,0.0010,0.284000,0,VALIDATION_FAILED:FastGrad<=-0.2840(need>0.18)
2025-11-21 10:19:00,1117,SHORT,24155.75,2025-11-21 10:24:00,1127,24147.00,11,8.75,40.25,6.50,0.0269,0.070400,2,VALIDATION_FAILED:FastGrad>=1.8638(need<-0.18)
2025-11-21 12:20:30,1360,SHORT,23947.00,2025-11-21 12:25:30,1370,23943.75,11,3.25,17.50,0.00,0.0000,0.370200,0,VALIDATION_FAILED:FastGrad>=1.2427(need<-0.18)
2025-11-21 13:39:00,1517,SHORT,24086.50,2025-11-21 13:44:00,1527,24089.25,11,-2.75,22.00,3.00,0.0125,1.102500,0,VALIDATION_FAILED:FastGrad>=1.1166(need<-0.18)
2025-11-21 15:49:00,1777,SHORT,24254.25,2025-11-21 15:54:00,1787,24248.25,11,6.00,23.25,11.50,0.0474,0.702400,0,VALIDATION_FAILED:FastGrad>=1.0694(need<-0.18)
